"caseid","age","birthyr","gender","race"
392197939,38,1980,1,1
392095526,39,1979,2,4
392234321,55,1963,1,1
392234340,43,1975,1,7
392202021,60,1958,2,2
392236650,63,1955,1,2
392207429,62,1956,1,1
392197410,33,1985,1,1
392234444,28,1990,2,1
392184755,63,1955,1,1
392210142,38,1980,1,1
392235376,55,1963,2,2
392212566,54,1964,1,1
392236971,34,1984,2,2
392206911,47,1971,1,1
392232845,65,1953,1,1
392164680,62,1956,1,1
392124448,53,1965,1,1
392094658,37,1981,2,1
392151286,57,1961,2,2
392207881,57,1961,1,1
392199886,49,1969,1,2
392147254,54,1964,2,3
392201988,32,1986,2,2
392235340,25,1993,2,1
392232631,61,1957,1,1
392153346,56,1962,1,1
392079464,60,1958,1,1
392222016,61,1957,1,1
392181156,54,1964,1,3
392160774,43,1975,1,1
392241295,37,1981,1,1
392194026,53,1965,1,1
392242672,40,1978,2,3
392238498,41,1977,1,1
392139674,87,1931,2,1
392245786,35,1983,2,2
392244339,34,1984,1,1
392186038,46,1972,1,1
392245988,37,1981,2,2
392241098,41,1977,2,3
392227083,40,1978,1,1
392246835,38,1980,1,3
392203248,38,1980,2,1
392241290,35,1983,1,1
392189398,33,1985,1,1
392249073,31,1987,2,5
392129860,45,1973,1,1
392247161,24,1994,2,8
392209744,39,1979,1,1
392124514,27,1991,2,6
392192231,43,1975,1,1
392251626,36,1982,1,1
392249087,40,1978,2,3
392205116,33,1985,1,1
392224850,36,1982,1,6
392190601,59,1959,2,2
392208860,36,1982,1,1
392255812,31,1987,2,3
392244317,25,1993,2,1
392094766,42,1976,1,1
392258322,26,1992,2,1
392246898,36,1982,2,2
392112412,49,1969,1,1
392258462,42,1976,2,3
392172114,39,1979,1,1
392221523,41,1977,2,2
392204591,32,1986,2,3
391753444,66,1952,2,1
392238404,40,1978,1,1
392241134,38,1980,2,3
392224713,37,1981,2,3
392228134,24,1994,2,1
392239927,52,1966,2,2
392240555,35,1983,1,1
392260251,23,1995,2,1
392250272,43,1975,1,2
392266159,24,1994,2,1
392133426,25,1993,2,1
392270919,30,1988,2,1
392262778,26,1992,2,3
392181419,20,1998,1,1
392266315,24,1994,2,7
392259716,30,1988,1,1
392177700,41,1977,1,1
392203264,60,1958,1,1
392227111,28,1990,2,2
392273839,23,1995,2,1
392145168,65,1953,2,1
392275246,28,1990,1,1
392221545,32,1986,2,3
392275260,29,1989,2,4
392276734,29,1989,2,3
392157196,28,1990,2,6
392128252,26,1992,2,6
392282197,26,1992,1,1
392238499,29,1989,2,1
392279787,29,1989,2,1
392186109,28,1990,2,6
392238431,23,1995,2,1
392117142,47,1971,1,1
392282163,38,1980,2,3
392282048,24,1994,2,1
392282181,30,1988,1,2
392285010,22,1996,1,4
392138709,38,1980,1,2
392111389,60,1958,2,3
392283401,27,1991,2,2
392250128,31,1987,2,2
392280652,29,1989,2,1
392159534,23,1995,1,1
392247137,29,1989,2,1
392288153,44,1974,1,2
392160420,23,1995,2,1
392290731,40,1978,2,2
392260543,41,1977,2,3
392286441,34,1984,1,1
392171419,30,1988,2,1
392263145,41,1977,1,1
392266171,28,1990,1,1
392293729,20,1998,2,1
392293613,21,1997,1,1
392296042,27,1991,2,1
392266213,43,1975,2,2
392298790,45,1973,1,1
392263400,22,1996,2,2
392297242,25,1993,2,1
392254940,24,1994,2,1
392119190,40,1978,2,2
392197809,33,1985,1,1
392324047,24,1994,1,5
392324150,41,1977,1,1
392332666,19,1999,1,1
392116877,57,1961,1,1
392338800,31,1987,2,2
392230308,54,1964,1,1
392347354,36,1982,2,2
392349641,36,1982,1,1
392350050,28,1990,2,1
392232890,26,1992,1,6
392352805,19,1999,2,1
392355589,26,1992,2,1
392145543,41,1977,1,1
392358094,26,1992,1,1
392312476,28,1990,2,1
392361111,24,1994,2,2
392361523,28,1990,1,5
392106672,27,1991,1,1
392309814,26,1992,2,3
392359976,26,1992,2,1
392345310,29,1989,2,1
392319969,36,1982,2,2
392331013,30,1988,2,1
392364647,43,1975,1,1
392103144,24,1994,2,3
392363174,36,1982,2,2
392364861,27,1991,2,3
392302649,25,1993,2,1
392291841,19,1999,2,3
392292085,26,1992,2,1
392348253,19,1999,2,4
392370254,19,1999,2,1
392335402,21,1997,2,1
392362895,29,1989,2,3
392370651,21,1997,2,1
392370673,25,1993,2,1
392363087,28,1990,2,1
392373696,29,1989,1,1
392373420,30,1988,2,1
392373926,29,1989,2,1
392364992,27,1991,2,1
392222014,28,1990,2,3
392376398,27,1991,2,1
392305201,29,1989,2,1
392280670,30,1988,2,1
392362932,20,1998,2,1
392105774,56,1962,1,1
392380089,26,1992,1,3
392380283,42,1976,2,2
392372146,36,1982,1,1
392348191,42,1976,1,1
392381663,44,1974,1,3
392339593,21,1997,2,1
392330789,32,1986,1,4
392362171,45,1973,1,1
392383112,28,1990,2,1
392363090,37,1981,2,3
392342540,22,1996,1,1
392365986,26,1992,2,1
392130378,26,1992,2,1
392181430,29,1989,1,1
392390909,22,1996,2,2
392383648,21,1997,2,3
392117700,62,1956,1,1
392359052,36,1982,1,1
392272066,35,1983,1,1
392110440,41,1977,1,6
392269318,29,1989,2,1
392339804,29,1989,2,1
392390108,32,1986,2,3
392381529,34,1984,1,1
392079461,58,1960,1,1
392325012,35,1983,2,3
392356497,25,1993,2,2
392339771,32,1986,2,3
392392767,39,1979,1,2
392348294,34,1984,2,3
392402833,39,1979,1,1
392402839,28,1990,1,1
392368910,26,1992,2,1
392278018,28,1990,2,2
392402702,41,1977,1,1
392131946,51,1967,1,1
392392870,38,1980,2,3
392381675,22,1996,1,1
392397784,25,1993,2,3
392330831,27,1991,2,2
392392835,43,1975,1,1
392408835,45,1973,2,3
392135191,56,1962,2,1
392395388,31,1987,2,3
392187663,43,1975,1,1
392305256,33,1985,1,2
392253080,38,1980,2,3
392412926,41,1977,2,3
392236196,19,1999,1,4
392197559,30,1988,2,1
392417617,28,1990,2,2
392149634,60,1958,1,3
392449187,32,1986,1,6
392050837,75,1943,2,1
392103237,45,1973,1,3
392095033,90,1928,2,1
392162379,64,1954,2,2
392181444,36,1982,2,1
392364481,40,1978,2,3
392524695,34,1984,2,3
392268405,45,1973,1,1
392512013,24,1994,2,2
392244085,33,1985,1,1
392199946,31,1987,2,1
392518284,21,1997,1,7
392373463,29,1989,2,2
392039699,52,1966,2,1
392497957,32,1986,2,3
392127787,55,1963,1,1
392122572,57,1961,2,1
392121897,79,1939,1,7
392091273,81,1937,2,1
392246901,33,1985,2,2
392037382,73,1945,1,1
391607364,33,1985,2,1
392129272,61,1957,1,2
392171648,28,1990,2,1
392366213,24,1994,2,1
392251975,38,1980,1,3
392031823,28,1990,2,1
392402860,26,1992,2,2
393653470,40,1978,1,5
393706712,30,1988,1,4
393785665,31,1987,1,8
393795696,45,1973,1,2
393814708,39,1979,1,3
393837195,35,1983,1,2
393888886,38,1980,1,3
394133408,34,1984,1,7
394265204,43,1975,2,1
394256102,34,1984,2,3
394223572,36,1982,1,3
394267582,38,1980,1,1
393668009,47,1971,2,1
394154029,53,1965,2,1
394266480,45,1973,1,1
394263004,27,1991,2,4
393731173,36,1982,2,1
393899614,29,1989,2,1
394189713,20,1998,2,4
394142955,34,1984,2,1
393750116,33,1985,2,1
394271274,25,1993,2,1
394240979,29,1989,2,1
394268608,29,1989,2,1
394259573,42,1976,1,1
394277947,19,1999,1,1
394280740,28,1990,1,1
394280704,32,1986,1,1
394154127,29,1989,2,1
394271457,29,1989,2,2
394275379,27,1991,2,1
394008402,23,1995,2,1
394287452,29,1989,1,1
394287976,39,1979,1,1
394294193,23,1995,1,1
394268358,20,1998,1,8
394294820,35,1983,1,1
394262593,39,1979,1,1
394301994,25,1993,1,1
394310310,43,1975,1,1
394313518,33,1985,2,3
394311334,19,1999,1,1
393737208,27,1991,1,1
394249014,31,1987,1,1
394262567,23,1995,2,2
394325952,44,1974,2,3
394330238,35,1983,2,3
394328129,40,1978,2,3
394215113,19,1999,2,2
394340725,42,1976,1,6
394433751,19,1999,1,2
394440230,32,1986,1,2
394440491,33,1985,1,2
394561795,42,1976,1,3
394577499,42,1976,1,2
394602871,33,1985,1,2
394632758,44,1974,1,2
394607293,22,1996,1,2
394641317,43,1975,1,3
394655956,22,1996,1,2
394686228,33,1985,1,3
392143156,33,1985,2,3
394740379,23,1995,1,3
394871749,39,1979,2,1
394871782,54,1964,2,1
394871708,38,1980,1,1
394871569,42,1976,2,4
394871513,44,1974,2,3
394871537,49,1969,1,1
394871947,48,1970,2,1
394871804,41,1977,1,5
394871997,55,1963,2,1
394872650,36,1982,2,1
394871872,25,1993,1,1
394874224,54,1964,2,1
394814156,29,1989,1,1
394874610,28,1990,2,1
394781556,47,1971,2,1
394874444,37,1981,1,1
394872039,85,1933,1,1
394874613,19,1999,1,1
394874915,42,1976,1,1
394871759,50,1968,2,1
394874381,76,1942,1,3
394866931,31,1987,2,2
394874245,33,1985,2,1
394871616,34,1984,2,3
394874730,46,1972,2,3
394874445,40,1978,2,4
394874512,30,1988,2,3
394874991,38,1980,1,3
394874908,29,1989,2,1
394874354,84,1934,2,1
394874773,72,1946,2,1
394875373,34,1984,1,1
394874794,76,1942,1,1
394874812,29,1989,2,1
394875385,50,1968,1,2
394875322,64,1954,2,2
394875115,59,1959,1,2
394807922,57,1961,1,1
394872211,43,1975,1,1
394871682,35,1983,1,6
394875603,63,1955,2,5
394874945,88,1930,1,1
394877893,25,1993,2,2
394872254,51,1967,1,1
394878038,25,1993,1,1
394877819,20,1998,2,3
394875818,58,1960,2,2
394877905,58,1960,1,1
394875353,36,1982,2,4
393293774,44,1974,2,2
394874434,28,1990,2,3
394878208,34,1984,2,6
394878076,53,1965,1,2
394878466,27,1991,1,1
394878261,36,1982,1,2
394857880,56,1962,2,3
394871965,50,1968,2,1
394874362,44,1974,1,2
394885747,42,1976,1,1
394866882,31,1987,1,1
394888248,30,1988,1,1
394808184,41,1977,2,3
394797322,34,1984,1,1
394895594,19,1999,2,3
394807839,25,1993,1,1
394769402,35,1983,1,1
394893475,30,1988,1,1
394777209,24,1994,2,3
394055607,27,1991,2,3
394661753,33,1985,1,3
394676665,40,1978,1,1
394911601,27,1991,1,3
394727820,30,1988,1,2
394930329,44,1974,1,3
394915018,31,1987,1,3
394928786,20,1998,1,2
394756957,27,1991,1,2
394964274,22,1996,1,3
394893236,31,1987,1,3
394899562,37,1981,1,3
394383113,29,1989,1,2
394926373,25,1993,1,3
395005153,30,1988,2,1
395027720,33,1985,2,1
395013016,20,1998,2,1
395027721,35,1983,2,3
394893780,44,1974,1,2
394848875,31,1987,1,1
395005593,50,1968,1,1
395022132,52,1966,1,1
395027824,31,1987,1,1
394958325,40,1978,2,1
394939983,46,1972,1,1
395002286,22,1996,2,1
395003242,59,1959,1,1
395013139,44,1974,2,6
395002128,67,1951,1,1
394948287,37,1981,2,3
395010097,55,1963,1,2
394923354,84,1934,1,1
394993138,25,1993,1,1
395006036,53,1965,1,2
394935232,73,1945,1,1
394931371,57,1961,2,1
394997181,73,1945,2,1
395023529,92,1926,1,1
395001443,34,1984,1,4
395019112,30,1988,1,3
394689045,48,1970,1,1
395020978,36,1982,2,4
